The Looters;Charley Varrick;;
Lord Jim;Lord Jim;Lord Jim;;
Lord of the Flies;Lord of the Flies;Alkitrang dugo;Lord of the Flies;;
The Lord of the Rings;J. R. R. Tolkien's The Lord of the Rings;The Lord of the Rings: The Fellowship of the Ring;The Lord of the Rings: The Two Towers;The Lord of the Rings: The Return of the King;;
The Lords of Discipline;The Lords of Discipline;;
Lost Horizon;Lost Horizon;Lost Horizon;;
The Lost Ones;The Island at the Top of the World;;
The Lost Symbol;The Lost Symbol;;
The Lost World (Arthur Conan Doyle);The Lost World;The Lost World;The Lost World;Return to the Lost World;The Lost World;Sir Arthur Conan Doyle's The Lost World;The Lost World;King of the Lost World;;
The Lost World (Michael Crichton);The Lost World: Jurassic Park;;
Lottie and Lisa;Das doppelte Lottchen;The Lullaby of Hibari;Twice Upon a Time;The Parent Trap;The Parent Trap II;The Parent Trap III;The Parent Trap: Hawaiian Honeymoon;Kuzanthaiyum Deivamum;Letha Manasulu;Do Kaliyan;Animation Tomboy Angels;Pyaar ke do Pal;I and Myself: The Two Lottes;Charlie &amp; Louise - Das doppelte Lottchen;khaharan-e- gharib;The Parent Trap;Kuch Khatti Kuch Meethi;Tur &amp; Retur;;
The Loved One;The Loved One;;
Love Story (Erich Segal);Love Story;Oliver's Story;;
The Lovely Bones;The Lovely Bones;;
The Luck of Barry Lyndon;Barry Lyndon;;
The Lucky One;The Lucky One;;
Lunes de fiel;Bitter Moon;;
The Lusty Men;The Lusty Men;;
MacKenna's Gold;Mackenna's Gold;;
Madame Doubtfire;Mrs. Doubtfire;;
The Maddening;The Maddening;;
The Magic Bed Knob; or, How to Become a Witch in Ten Easy Lessons;Bedknobs and Broomsticks;;
The Magician (W. Somerset Maugham);The Magician (1926);;
Magnificent Obsession;Magnificent Obsession;Magnificent Obsession;;
Martin Eden;The Adventures of Martin Eden;;
Make Room! Make Room!;Soylent Green;;
The Maltese Falcon;The Maltese Falcon;Satan Met a Lady;The Maltese Falcon;The Black Bird;;
The Man Called Noon;The Man Called Noon;;
Marvin H. Albert;Rough Night in Jericho;;
The Man in Black;The Man in the Gray Flannel Suit;;
Man on Fire;Man on Fire;Man on Fire;;
The Man Who Fell to Earth;The Man Who Fell to Earth;The Man Who Fell to Earth;The Man Who Fell to Earth;;
The Man Who Never Was;The Man Who Never Was;;
The Man with the Golden Gun;The Man with the Golden Gun;;
The Man Without a Face;The Man Without a Face;;
Man Without a Star;Man Without a Star;;
The Manchurian Candidate;The Manchurian Candidate;The Manchurian Candidate;;
Manon des Sources;Manon des Sources;Manon des Sources;;
Marnie;Marnie;;
Mary Poppins;Mary Poppins;;
MASH: A Novel About Three Army Doctors;MASH;;
Marathon Man;Marathon Man;;
The Matarese Circle;The Matarese Circle;;
Matilda (Roald Dahl);Matilda (1996);;
Maurice (E. M. Forster);Maurice (1987);;
The Mayor of Casterbridge;The Mayor of Casterbridge;The Mayor of Casterbridge;The Mayor of Casterbridge;The Claim;;
McTeague;McTeague;Greed;;
The Medusa Touch;The Medusa Touch;;
The Memoirs of Cleopatra;Cleopatra;;
The Mephisto Waltz;The Mephisto Waltz;;
Mercy Island;Mercy Island;;
Merton of the Movies;Merton of the Movies;Make Me a Star;Merton of the Movies;;
Message in a Bottle;Message in a Bottle;;
Miami Mayhem;Tony Rome;Lady in Cement;;
Midnight and Jeremiah;So Dear to My Heart;;
A Midnight Clear;A Midnight Clear;;
The Midwich Cuckoos;Village of the Damned;Children of the Damned;Village of the Damned;;
Mildred Pierce;Mildred Pierce;;
Millennium (John Varley);Millennium (1989);;
The Girl with the Dragon Tattoo (Millennium series) (Stieg Larsson);The Girl with the Dragon Tattoo (2009);The Girl with the Dragon Tattoo (2011);;
The Girl Who Played with Fire (Millennium series) (Stieg Larsson);The Girl Who Played with Fire;;
The Girl Who Kicked the Hornets' Nest (Millennium series) (Stieg Larsson);The Girl Who Kicked the Hornets' Nest;;
Mine-Haha, or On the Bodily Education of Young Girls;Innocence;The Fine Art of Love: Mine Ha-Ha;;
The Mirror Crack'd from Side to Side;The Mirror Crack'd;Subho Mahurat;;
Les Miserables;On the Barricade;Le Chemineau;Les Miserables;The Bishop's Candlesticks;Les Miserables;Les Miserables;The Bishop's Candlesticks;Les Miserables;Les Miserables;Aa Mujou;Les Miserables;The Bishop's Candlesticks;Aa Mujou;Jean Valjean;Les Miserables;Les Miserables;Gavrosh;Kyojinden;Los Miserables;El Boassa;I Miserabili;Les Nouveaux Miserables;Re mizeraburu: Kami to Akuma;Ezhai Padum Padu;Beedala Patlu;Les Miserables;Kundan;Duppathage Duka;Sirakaruwa;Les Miserables;Jean Valjean;Cosette;Gavroche;Jean Valjean;I miserabili;Les Miserables;Sefiller;Les Miserables;Los Miserables;Les Miserables;Al Boasa;Les Miserables;Les Miserables;Les Miserables;Les Miserables;Les Miserables - 25th Anniversary Live from the O2;Les Miserables;Les Miserables;;
Misery (Stephen King);Misery (1990);;
Miss Lonelyhearts;Advice to the Lovelorn;Lonelyhearts;Miss Lonelyhearts;;
Moby-Dick;The Sea Beast;Moby Dick - Rehearsed;Moby Dick;Tom and Jerry;Dicky Moe;Moby Dick;Dot and the Whale;Moby Dick;Moby Dick;Capitaine Achab;Moby Dick;Moby Dick;Moby Dick;Age of the Dragons;;
Moderato Cantabile;Seven Days... Seven Nights;;
The Molly Maguires;The Molly Maguires;;
Monkey in the Middle;The Killer Elite;;
The Monster from Earth's End;The Navy vs. the Night Monsters;;
Montana Rides Again;Branded;;
The Moon and Sixpence;The Moon and Sixpence;;
Moonraker;Moonraker;;
The Moon-Spinners;The Moon-Spinners;;
The Moonstone;The Moonstone;The Moonstone;The Moonstone;The Moonstone;;
The Mortal Instruments;The Mortal Instruments: City of Bones;;
Le Morte d'Arthur;Excalibur;;
The Mosquito Coast;The Mosquito Coast;;
Mother Carey's Chickens;Mother Carey's Chickens;Summer Magic;;
Mother Night;Mother Night;;
A Mother's Gift;Brave New Girl;;
The Moving Target;Harper;;
Mr. Hobbs' Vacation;Mr. Hobbs Takes a Vacation;;
Mr. Limpet;The Incredible Mr. Limpet;;
Mr. Winkle Goes to War;Mr. Winkle Goes to War;;
Mrs. Frisby and the Rats of NIMH;The Secret of NIMH;The Secret of NIMH 2: Timmy to the Rescue;;
Mrs McGinty's Dead;Murder Most Foul;;
Mud on the Stars';Wild River;;
La Mujer de mi Hermano;La mujer de mi hermano;;
A Mule for the Marquesa;The Professionals;;
Murder in Amityville;Amityville II: The Possession;;
Murder on the Orient Express;Murder on the Orient Express;Murder on the Orient Express;;
Murphy’s Romance: A Novel;Murphy's Romance;;
Mute Witness;Bullitt;;
My Antonia;My Antonia;;
My Philadelphia Father;The Happiest Millionaire;;
My Friend Flicka;My Friend Flicka;Thunderhead, Son of Flicka;Green Grass of Wyoming;Flicka;Flicka 2;;
My Kingdom for a Woman;Abdulla the Great;;
My Reminiscences as a Cowboy;Cowboy;;
The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;;
The Mysterious Island;20,000 Leagues Under the Sea;The Mysterious Island;Mysterious Island;Mysterious Island;Mysterious Island;La Isla misteriosa y el capitan Nemo;Mysterious Island;Mysterious Island;Journey 2: The Mysterious Island;;
Mystic River;Mystic River;;
The Name of the Rose;The Name of the Rose;;
The Naked and the Dead;The Naked and the Dead;;
The Naked Country;The Naked Country;;
The Naked Face;The Naked Face;;
Naked Lunch;Naked Lunch;;
The Nanny (Dan Greenburg);The Guardian (1990);;
The Nanny Diaries;The Nanny Diaries;;
The Natural (Bernard Malamud);The Natural (1984);;
National Velvet;National Velvet;International Velvet;;
Nest in a Fallen Tree;The Night Digger;;
The Net (Rex Beach);Fair Lady (1922);;
Nevada (Zane Grey);Nevada;Nevada;Nevada;;
Never Cry Wolf;Never Cry Wolf;;
The Neverending Story;The NeverEnding Story;The NeverEnding Story II: The Next Chapter;The NeverEnding Story III;The NeverEnding Story;;
Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;The Life and Adventures of Nicholas Nickleby;Nicholas Nickleby;;
The Nick Adams Stories;Hemingway's Adventures of a Young Man;;
Night and the City;Night and the City;Night and the City;;
Night Has a Thousand Eyes;Night Has a Thousand Eyes;;
The Night of the Generals;The Night of the Generals;;
The Night of the Hunter;The Night of the Hunter;;
The Night of the Iguana;The Night of the Iguana;;
Night Shift (Maritta Wolff);The Man I Love;;
Night Watch (Sergey Lukyanenko);Night Watch (2004);Day Watch (2006);;
Nightmare (Cornell Woolrich);Fear in the Night;Nightmare (1956);;
Nightmare Alley;Nightmare Alley;;
Nights in Rodanthe;Nights in Rodanthe;;
Nightwing;Nightwing;;
Nine and a Half Weeks: A Memoir of a Love Affair;9 1/2 Weeks;Another 9 1/2 Weeks;The First 9 1/2 Weeks;;
Nineteen Eighty-Four;Nineteen Eighty-Four;Nineteen Eighty-Four;1984;Nineteen Eighty-Four;;
The Ninth Configuration;The Ninth Configuration;;
No Country for Old Men;No Country for Old Men;;
No Down Payment;No Down Payment;;
No Orchids for Miss Blandish;No Orchids for Miss Blandish;The Grissom Gang;La Chair de l'orchidee;;
No se lo Digas a Nadie;No se lo Digas a Nadie;;
Nobody Loves a Drunken Indian;The Last Warrior;;
The North Star (Henry Wilson Allen);Tashunga;;
Northern Lights (Philip Pullman);The Golden Compass (2007);;
Northwest Passage;Northwest Passage;;
Nostromo;Nostromo;;
The Notebook (Nicholas Sparks);The Notebook (2004);;
Nothing Lasts Forever;Die Hard;;
Nurse Matilda;Nanny McPhee;Nanny McPhee and the Big Bang;;
Odd Man Out;Odd Man Out;;
Odds Against Tomorrow;Odds Against Tomorrow;;
Odyssey (Homer);Ulysses (1955);The Odyssey (1987);Ulysses' Gaze;The Odyssey (1997);O Brother, Where Art Thou?;Odysseus and the Isle of the Mists;;
Audition (Ryu Murakami);Audition (1999);;
Of Human Bondage;Of Human Bondage;Of Human Bondage;Of Human Bondage;;
Of Mice and Men;Of Mice and Men;Of Mice and Men;;
Oil! (Upton Sinclair);There Will Be Blood;;
The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;;
The Old Man and the Sea;The Old Man and the Sea;The Old Man and the Sea;The Old Man and the Sea;;
Old Yeller;Old Yeller;Savage Sam;;
Oliver Twist;Oliver Twist;Oliver Twist;Oliver Twist;Oliver Twist;Oliver!;Oliver Twist;Oliver and Company;Oliver Twist;Twist;Boy called Twist;Oliver Twist;;
Oliver's Story;Oliver's Story;;
Oms en serie;Fantastic Planet;;
On Her Majesty's Secret Service;On Her Majesty's Secret Service;;
On Stranger Tides;Pirates of the Caribbean: On Stranger Tides;;
One Flew Over the Cuckoo's Nest;One Flew Over the Cuckoo's Nest;;
One for the Money;One for the Money;;
One Gallant Rush;Glory (1989);;
One Hundred Years Ahead;Guest from the Future;;
One More Spring;One More Spring;;
One Shot;Jack Reacher;;
One Thousand and One Nights;Le Palais des Mille et une nuits;The Thief of Bagdad;The Thief of Bagdad;1001 Arabian Nights;Il fiore delle Mille ed una notte;Scooby-Doo in Arabian Nights;;
The Onion Field;The Onion Field;;
Lauran Paine;Open Range;;
Gordon Gordon and Mildred Gordon;Experiment in Terror;;
Ordinary People;Ordinary People;;
Orlando: A Biography;Orlando;;
The Osterman Weekend;The Osterman Weekend;;
The Other Boleyn Girl;The Other Boleyn Girl;The Other Boleyn Girl;;
The Other One (Catherine Turney);Back from the Dead;;
The Other Side of Midnight;The Other Side of Midnight;;
Our Girl Friday;Our Girl Friday;;
Our Man in Havana;Our Man in Havana;;
Out of Sight (Elmore Leonard);Out of Sight (1998);;
An Outcast of the Islands;An Outcast of the Islands;;
The Outsiders (S. E. Hinton);The Outsiders (1983);;
Over the River;One More River;;
The Ox-Bow Incident;The Ox-Bow Incident;;
A Painted Devil;The Beguiled;;
A Painted House;A Painted House;;
The Painted Veil;The Painted Veil;The Seventh Sin;The Painted Veil;;
Pan Wolodyjowski;Colonel Wolodyjowski;;
Parineeta;Parineeta;Parineeta;Parineeta;Parineeta;;
Paris Blues;Paris Blues;;
Les Particules Elementaires;The Elementary Particles;;
Paso por aqui;Four Faces West;;
A Passage to India;A Passage to India;;
Patriot Games;Patriot Games;;
The Peacock Spring;The Peacock Spring;;
The Pelican Brief;The Pelican Brief;;
The Penal Colony (Richard Herley);No Escape (1994);;
The People That Time Forgot;The People That Time Forgot;;
Percy Jackson and the Olympians;Percy Jackson and the Olympians;Percy Jackson and the Olympians: The Lightning Thief;Percy Jackson and the Olympians: The Sea of Monsters;;
Perfect Little Angels;Perfect Little Angels;;
Pet Sematary;Pet Sematary;Pet Sematary Two;;
Peter Pan, or The Boy Who Wouldn't Grow Up;Peter Pan;Peter Pan;Return to Never Land;Peter Pan;The Lost Boys;Hook;Peter Pan;Neverland;Peter Pan;Neverland;Finding Neverland;Tinker Bell;Tinker Bell;Tinker Bell and the Lost Treasure;Tinker Bell and the Great Fairy Rescue;Pixie Hollow Games;Secret of the Wings;;
Peyton Place;Peyton Place;;
The Phantom Crown: The Story of Maximilian & Carlota of Mexico;Juarez (1939);;
Phantom Lady;Phantom Lady;;
The Phantom of the Opera;The Phantom of the Opera;Phantom of the Opera;The Phantom of the Opera;The Phantom of the Opera;The Phantom of the Opera;The Phantom of the Opera;;
Pharaoh (Boleslaw Prus);Pharaoh (1966);;
The Philadelphian;The Young Philadelphians;;
El Pianista;The Pianist;;
The Pickwick Papers;The Pickwick Papers;The Adventures of Mr. Pickwick;The Pickwick Papers;;
The Picture of Dorian Gray;Dorian Grays Portraet;The Picture of Dorian Gray;The Picture of Dorian Gray;Das Bildnis des Dorian Gray;Az Elet kiralya;The Picture of Dorian Gray;El Retrato de Dorian Gray;Dorian Gray;The Picture of Dorian Gray;The Picture of Dorian Gray;Le Portrait de Dorian Gray;The Sins of Dorian Gray;Dorian;The League of Extraordinary Gentlemen;Dorian;The Picture of Dorian Gray;The Picture of Dorian Gray;The Picture of Dorian Gray;The Picture (of Dorian Gray);Dorian Gray;;
The Pillar of Light;The Work and the Glory;;
Pin (Andrew Neiderman);Pin (1988);;
Pioneer, Go Home!;Follow That Dream;;
The Pirates! (Gideon Defoe);The Pirates! In an Adventure with Scientists;;
Pity My Simplicity;Love Letters (1945);;
La Planete des singes;Planet of the Apes;Planet of the Apes;Beneath the Planet of the Apes;Escape from the Planet of the Apes;Conquest of the Planet of the Apes;Battle for the Planet of the Apes;Planet of the Apes;Rise of the Planet of the Apes;;
Pleasure Island (William Maier);The Girls of Pleasure Island;;
Point de lendemain: conte dédiée à la reine;The Lovers (1958);;
The Polar Express;The Polar Express;;
Pollyanna;Pollyanna;Pollyanna;Hayat sevince guzel;Pollyanna;The Adventures of Pollyanna;Polly;Polly: Comin' Home!;Pollyanna;;
Le Pont de la Riviere Kwai;The Bridge on the River Kwai;Return from the River Kwai;;
Poodle Springs;Poodle Springs;;
The Pope of Greenwich Village;The Pope of Greenwich Village;;
Popioi i diament;Popioi i diament;;
Portnoy's Complaint;Portnoy's Complaint;;
Portrait of Jennie;Portrait of Jennie;;
The Poseidon Adventure;The Poseidon Adventure;Beyond the Poseidon Adventure;The Poseidon Adventure;Poseidon;;
The Positronic Man;Bicentennial Man;;
Possession: A Romance;Possession (2002);;
The Postman (David Brin);The Postman (1997);;
The Postman Always Rings Twice;Le Dernier Tournant;Ossessione;The Postman Always Rings Twice;The Postman Always Rings Twice;;
The Power (Frank M. Robinson);The Power (1968);;
The Power and the Glory;The Fugitive (1947);;
The Power of One;The Power of One;;
Pozegnania;Farewells;;
Presumed Innocent;Presumed Innocent;;
Pride and Prejudice;Pride and Prejudice;Pride and Prejudice: A Latter-Day Comedy;Bride and Prejudice;Pride and Prejudice;;
The Prince and the Pauper;The Prince and the Pauper;The Prince and the Pauper;Der Prinz und der Bettelknabe;Yiskor;The Prince and the Pauper;The Prince and the Pauper;The Prince and the Pauper;Raja Aur Runk;The Adventures of the Prince and the Pauper;Princ a chudas;Prints i nishchiy;Crossed Swords;Ringo;Trading Places;The Prince and the Pauper;Dave;The Prince and the Pauper;It Takes Two;The Prince and the Pauper;The Prince and the Surfer;The Pooch and the Pauper;The Prince and the Pauper;Barbie as the Princess and the Pauper;The Prince and the Pauper;Garfield: A Tale of Two Kitties;A Modern Twain Story: The Prince and the Pauper;;
The Prince of Tides;The Prince of Tides;;
The Princess Bride;The Princess Bride;;
The Princess Diaries;The Princess Diaries;The Princess Diaries;The Princess Diaries 2: Royal Engagement;;
A Princess of Mars;Princess of Mars;John Carter;;
The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;;
Promise at Dawn;Promise at Dawn;;
Pronto (Elmore Leonard);Pronto (1997);;
Professor Unrat;Der blaue Engel;;
Psycho (Robert Bloch);Psycho (1960);Psycho II;Psycho III;Psycho IV: The Beginning;Psycho (1998);;
Psycho II;Psycho II;;
The Puppet Masters;The Brain Eaters;The Puppet Masters;;
The Purple Cloud;The World, the Flesh and the Devil;;
Pursuit (Richard Unekis);Dirty Mary, Crazy Larry;;
Q and A (Edwin Torres);Q and A;;
QB VII;QB VII;;
The Queen of the Damned;Queen of the Damned;;
Quentin Durward;The Adventures of Quentin Durward;;
The Quick and the Dead;The Quick and the Dead;;
The Quiet American;The Quiet American;The Quiet American;;
Radio Free Albemuth;Radio Free Albemuth;;
Ragtime;Ragtime;;
Ramrod;Ramrod;;
Raiders of Spanish Peaks;The Arizona Raiders;;
Rain (V.C. Andrews);Rain (2006);;
The Rainbird Pattern;Family Plot;;
The Rainbow (D. H. Lawrence);The Rainbow (1989);;
The Rainbow Trail;The Rainbow Trail;The Rainbow Trail;The Rainbow Trail;;
The Rainmaker;The Rainmaker;;
Raise the Titanic!;Raise the Titanic;;
Random Hearts;Random Hearts;;
Rascal;Rascal;;
Ratman's Notebooks;Willard;Ben;Willard;;
The Razor's Edge;The Razor's Edge;The Razor's Edge;;
The Reader;The Reader;;
Rebecca;Rebecca;;
The Rebel Outlaw: Josey Wales;The Outlaw Josey Wales;;
Red Alert;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;;
Red Dragon (Thomas Harris);Manhunter;Red Dragon;;
Red Hugh: Prince of Donegal;The Fighting Prince of Donegal;;
The Red Pony;The Red Pony;;
The Redhead from Sun Dog;Range Feud;The Red Rider;;
Reflections in a Golden Eye;Reflections in a Golden Eye;;
The Reincarnation of Peter Proud;The Reincarnation of Peter Proud;;
The Reivers;The Reivers;;
The Remains of the Day;The Remains of the Day;;
Rendezvous in Black;Seven Blood-Stained Orchids;;
The Rescuers;The Rescuers;The Rescuers Down Under;;
The Return of the Condor Heroes;The Story of the Great Heroes;The Brave Archer and His Mate;Little Dragon Maiden;;
The Return of the King;The Return of the King;The Lord of the Rings: The Return of the King;;
Return of the Living Dead;Return of the Living Dead;The Return of the Living Dead;Return of the Living Dead Part II;Return of the Living Dead 3;Return of the Living Dead 4: Necropolis;Return of the Living Dead 5: Rave from the Grave;More Brains! A Return to the Living Dead;;
The Return of the Native;The Return of the Native;The Return of the Native;;
The Return of the Soldier;The Return of the Soldier;;
Return to Paradise;Return to Paradise;Until They Sail;;
Return to Peyton Place;Return to Peyton Place;;
Reuben, Reuben;Reuben, Reuben;;
Revolt (Mary C. McCall, Jr.);Scarlet Dawn;;
The Revolt of Mamie Stover;The Revolt of Mamie Stover;;
Revolutionary Road;Revolutionary Road;;
The Riddle of the Sands: A Record of Secret Service;The Riddle of the Sands;Das Ratsel der Sandbank;;
Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;;
Ripley Under Ground;Ripley Under Ground;;
Ripley's Game;Ripley's Game;;
Rising Sun (Michael Crichton);Rising Sun (1993);;
The River (Rumer Godden);The River (1951);;
Riverworld;Riverworld;Riverworld;;
Les rivieres pourpres;Les rivieres pourpres;Les rivieres pourpres II: Les anges de l'apocalypse;;
The Road (Cormac McCarthy);The Road (2009);;
The Road Back;The Road Back;;
The Highland Rogue;Rob Roy, the Highland Rogue;Rob Roy;;
The Robe;The Robe;;
Robinson Crusoe;Robinson Crusoe;Adventures of Robinson Crusoe;Robinson Crusoe on Mars;Lt. Robin Crusoe, U.S.N.;Crusoe;Shipwrecked;Robinson Crusoe;;
Rogue Cop;Rogue Cop;;
The Romance of Rosy Ridge;The Romance of Rosy Ridge;;
A Room with a View;A Room with a View;;
The Roots of Heaven;The Roots of Heaven;;
Rosemary's Baby;Rosemary's Baby;Look What's Happened to Rosemary's Baby;;
The Rover;L'avventuriero;;
The Rules of Attraction;The Rules of Attraction;;
Rum Punch;Jackie Brown;;
The Runaway Jury;Runaway Jury;;
Paula Gosling;Cobra;Fair Game;;
The Running Man;The Running Man;;
The Russia House;The Russia House;;
The Saga of Pecos Bill;Melody Time;Tall Tale;;
Sahara;Sahara;;
The Sailor Who Fell from Grace with the Sea;The Sailor Who Fell from Grace with the Sea;;
Saint Jack;Saint Jack;;
Saint Johnson;Law and Order (1932);Wild West Days;;
The Salamander (Morris West);The Salamander (1981);;
'Salem's Lot;Salem's Lot;A Return to Salem's Lot;'Salem's Lot;;
Salmon Fishing in the Yemen;Salmon Fishing in the Yemen;;
A Salute to the Great Macarthy;The Great Macarthy;;
Sanctuary (William Faulkner);The Story of Temple Drake (1933);;
The Sand Pebbles;The Sand Pebbles;;
Sangre y arena;Blood and Sand;Blood and Sand;Blood and Sand;Blood and Sand;;
The Satan Bug;The Satan Bug;;
Save the Tiger;Save the Tiger;;
Sayonara (James A. Michener);Sayonara (1957);;
A Scanner Darkly;A Scanner Darkly;;
Armitage Trail;Scarface;Scarface;Scarface;;
The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;Der Scharlachrote Buchstabe;The Scarlet Letter;The Scarlet Letter;Juhong geulshi;;
The Scarlet Pimpernel;The Scarlet Pimpernel;The Laughing Cavalier;The Elusive Pimpernel;The Triumph of the Scarlet Pimpernel;The Scarlet Pimpernel;Return of the Scarlet Pimpernel;Pimpernel Smith;Pimpernel Svensson;The Elusive Pimpernel;The Scarlet Pimpernel;Don't Lose Your Head;The Elusive Pimpernel;The Scarlet Pimpernel;The Scarlet Pimpernel;The Forecourt Pimpernel;The Black Pimpernel;The Scarlet Pimpernel;;
The Searchers (Alan Le May);The Searchers (1956);;
Schindler's Ark;Schindler's List;;
The Screaming Mimi;The Screaming Mimi;The Bird with the Crystal Plumage;;
The Score (Donald E. Westlake);Mise a sac;The Score (1978);;
The Sea Hawk;The Sea Hawk;The Sea Hawk;;
The Sea-Wolf;The Sea-Wolf;The Sea Wolf;The Sea Wolf;The Sea Wolf;The Sea Wolf;Wolf Larsen;Der Seewolf;Il Lupo dei Mari;Morskoj volk;The Sea Wolf;The Sea Wolf;The Sea Wolf;Sea Wolf;;
The Second Victory;The Second Victory;;
The Secret Agent (Joseph Conrad);Sabotage (1936);The Secret Agent (1996);;
The Secret Dreamworld of a Shopaholic;Confessions of a Shopaholic;;
The Secret Life of Bees;The Secret Life of Bees;;
A Selva;The Forest;;
Sense and Sensibility;Sense and Sensibility;Sense and Sensibility;Kandukondain Kandukondain;Sense and Sensibility;From Prada to Nada;;
Seven Days to a Killing;The Black Windmill;;
The Seven-Per-Cent Solution;The Seven-Per-Cent Solution;;
The Seventh;The Split;;
A Severa;A Severa;;
The Shadow Line;Smuga cienia;;
The Shadow Riders;The Shadow Riders;;
Shaft;Shaft;Shaft's Big Score;Shaft in Africa;Shaft;;
Shaft's Big Score;Shaft's Big Score;;
Shalako;Shalako;;
The Shape of Things to Come;Things to Come;H. G. Wells' The Shape of Things to Come;;
She: A History of Adventure;La Colonne de feu;She;She;She;She;She;She;She;The Vengeance of She;S+H+E: Security Hazards Expert;She;She;She;;
She diao ying xiong zhuan;Story of the Vulture Conqueror;The Brave Archer;The Brave Archer 2;The Brave Archer 3;The Brave Archer and His Mate;Se diu ying hung ji dung sing sai jau;Dongxie Xidu;;
She Loves Me Not;She Loves Me Not;True to the Army;How to Be Very, Very Popular;;
Sheep (Simon Maginn);The Dark (2005);;
Shen Mu;Blind Shaft;;
A Shilling for Candles;Young and Innocent;;
The Shining;The Shining;The Shining;;
Shining Through;Shining Through;;
The Shipping News;The Shipping News;;
The Shrinking Man;The Incredible Shrinking Man;The Incredible Shrinking Woman;;
The Shoes of the Fisherman;The Shoes of the Fisherman;;
Shoeless Joe;Field of Dreams;;
The Shootist;The Shootist;;
Shout at the Devil;Shout at the Devil;;
Shutter Island;Shutter Island;;
Sideways;Sideways;;
The Siege of Trencher's Farm;Straw Dogs;Straw Dogs;;
The Silence of the Lambs;The Silence of the Lambs;;
The Singer Not the Song;The Singer Not the Song;;
Single Lady (John Monk Saunders);The Last Flight;;
A Simple Plan;A Simple Plan;;
Simple Simon;Mercury Rising;;
Sister Carrie;Carrie (1952);;
The Sisterhood of the Traveling Pants;The Sisterhood of the Traveling Pants;The Sisterhood of the Traveling Pants 2;;
Six Days of the Condor;Three Days of the Condor;;
Six Weeks (Fred Mustard Stewart);Six Weeks;;
Skinwalkers;Skinwalkers;;
Skipping Christmas;Christmas with the Kranks;;
Skyscraper (Faith Baldwin);Skyscraper Souls;;
Slaughterhouse-Five;Slaughterhouse-Five;;
Slayground;Slayground;;
Sleeping with the Enemy;Sleeping with the Enemy;;
Sliver;Sliver;;
Slugs;Slugs;;
Small Vices;Spenser: Small Vices;;
The Snatchers;The Night of the Following Day;;
Snow Angels;Snow Angels;;
So Red the Rose;So Red the Rose;;
Solaris;Solaris;Solaris;;
Soldier of Fortune;Soldier of Fortune;;
A Soldier's Daughter Never Cries;A Soldier's Daughter Never Cries;;
Something Wicked This Way Comes;Something Wicked This Way Comes;;
The Song of Bernadette;The Song of Bernadette;;
Sons and Lovers;Sons and Lovers;Sons and Lovers;Sons and Lovers;;
S.O.S. Noronha;S.O.S. Noronha;;
Sour Sweet;Soursweet;;
Sorstalansag;Fateless;;
The Sound and the Fury;The Sound and the Fury;;
Space (James A. Michener);Space (1985);;
The Space Vampires;Lifeforce;;
The Spanish Gardener;The Spanish Gardener;;
Spartacus;Spartacus;Spartacus;;
Sphere;Sphere;;
Spider (Patrick McGarth);Spider (2002);;
The Spiderwick Chronicles;The Spiderwick Chronicles;;
Spirales;Spirale;;
Split Images;Split Images;;
The Spoilers;The Spoilers;The Spoilers;The Spoilers;The Spoilers;The Spoilers;;
The Spook Who Sat by the Door;The Spook Who Sat by the Door;;
A Sporting Proposition;Ride a Wild Pony;;
Spy Story;Spy Story;;
The Spy Who Came in from the Cold;The Spy Who Came in from the Cold;;
The Spy Who Loved Me;The Spy Who Loved Me;;
Stairs of Sand;Stairs of Sand;;
The Stalking Moon;The Stalking Moon;;
The Stand;The Stand;The Stand;;
Stand at Spanish Boot;Apache Drums;;
Stara basn. Powiesc z dziejow Polski;;;
Stardust (Neil Gaiman);Stardust (2007);;
Starfire;Moon Pilot;;
Star in the West;The Second Time Around;;
Stars In My Crown;Stars In My Crown;;
The Stars Look Down;The Stars Look Down;;
Starship Troopers;Starship Troopers;Starship Troopers 2: Hero of the Federation;Starship Troopers 3: Marauder;;
Station West;Station West;;
